0.211538461538,1.0,0.349206349206
0.21568627451,0.909090909091,0.348652931854
0.125,1.0,0.222222222222
0.132075471698,1.0,0.233333333333
0.1,1.0,0.181818181818
0.0983606557377,1.0,0.179104477612
0.1,1.0,0.181818181818
0.0833333333333,1.0,0.153846153846
0.0819672131148,1.0,0.151515151515
0.0625,1.0,0.117647058824
0.051724137931,1.0,0.0983606557377
0.0625,1.0,0.117647058824
0.0634920634921,1.0,0.119402985075
0.0625,1.0,0.117647058824
0.0666666666667,1.0,0.125
0.0615384615385,1.0,0.115942028986
0.0645161290323,1.0,0.121212121212
0.0441176470588,1.0,0.0845070422535
0.0461538461538,1.0,0.0882352941176
0.047619047619,1.0,0.0909090909091
0.047619047619,1.0,0.0909090909091
0.0625,1.0,0.117647058824
0.0526315789474,1.0,0.1
0.05,1.0,0.0952380952381
0.0461538461538,1.0,0.0882352941176
0.0689655172414,1.0,0.129032258065
0.047619047619,1.0,0.0909090909091
0.046875,1.0,0.089552238806
0.046875,1.0,0.089552238806
0.0461538461538,1.0,0.0882352941176
0.0461538461538,1.0,0.0882352941176
0.0461538461538,1.0,0.0882352941176
0.046875,1.0,0.089552238806
0.0491803278689,1.0,0.09375
0.0461538461538,1.0,0.0882352941176
0.0483870967742,1.0,0.0923076923077
0.046875,1.0,0.089552238806
0.046875,1.0,0.089552238806
