0,255813953488|1,0|0,407407407407
0,25|0,818181818182|0,382978723404
0,166666666667|1,0|0,285714285714
0,153846153846|0,4|0,222222222222
0,125|1,0|0,222222222222
0,130434782609|1,0|0,230769230769
0,131578947368|0,666666666667|0,21978021978
0,102040816327|1,0|0,185185185185
0,0888888888889|1,0|0,163265306122
0,08|1,0|0,148148148148
0,063829787234|1,0|0,12
0,0833333333333|1,0|0,153846153846
0,0975609756098|1,0|0,177777777778
0,125|0,5|0,2
0,08|1,0|0,148148148148
0,0851063829787|1,0|0,156862745098
0,0851063829787|1,0|0,156862745098
0,0576923076923|1,0|0,109090909091
0,08|0,5|0,137931034483
0,063829787234|1,0|0,12
0,0425531914894|0,666666666667|0,08
0,0851063829787|1,0|0,156862745098
0,0697674418605|1,0|0,130434782609
0,06|1,0|0,11320754717
0,06|1,0|0,11320754717
0,1875|0,5|0,272727272727
0,0416666666667|0,666666666667|0,078431372549
0,0588235294118|0,0|0,0
0,0697674418605|1,0|0,130434782609
0,06|1,0|0,11320754717
0,130434782609|1,0|0,230769230769
0,0576923076923|1,0|0,109090909091
0,0909090909091|1,0|0,166666666667
0,0625|1,0|0,117647058824
0,0769230769231|1,0|0,142857142857
0,0714285714286|1,0|0,133333333333
0,06|1,0|0,11320754717
0,0857142857143|1,0|0,157894736842
